sale_id,medicine_id,quantity_sold,selling_price,discount_percent,sale_date,sale_time,payment_method,prescription_required,bill_no
50048,1018,1,274.38,0,19-11-2025,16:58,UPI,TRUE,BIL251119-905
50049,1019,3,454.39,5,19-11-2025,10:26,Cash,FALSE,BIL251119-680
50050,1007,2,550.38,10,19-11-2025,10:36,UPI,FALSE,BIL251119-904
50051,1024,1,437.79,0,19-11-2025,15:16,Cash,FALSE,BIL251119-597
50052,1015,2,388.98,0,19-11-2025,15:09,Card,FALSE,BIL251119-797
50053,1022,2,45.23,10,19-11-2025,14:44,Cash,FALSE,BIL251119-863
50054,1026,2,229.5,0,19-11-2025,14:52,UPI,TRUE,BIL251119-418
50055,1003,1,403.46,0,19-11-2025,10:55,Cash,FALSE,BIL251119-407
50056,1004,5,347.34,5,19-11-2025,13:46,Card,TRUE,BIL251119-761
50057,1016,1,328.09,10,19-11-2025,15:47,Card,TRUE,BIL251119-628
50058,1025,4,660.39,0,19-11-2025,11:04,Cash,TRUE,BIL251119-618
50059,1022,2,628.8,0,19-11-2025,18:01,Cash,FALSE,BIL251119-996
50060,1013,3,672.84,0,19-11-2025,16:03,UPI,FALSE,BIL251119-821
50061,1027,1,307.31,0,19-11-2025,15:40,UPI,TRUE,BIL251119-797
50062,1015,1,310.52,0,19-11-2025,11:55,Card,FALSE,BIL251119-664
50063,1015,1,132.79,10,19-11-2025,20:53,UPI,FALSE,BIL251119-391
50064,1011,1,52.86,10,19-11-2025,21:13,UPI,FALSE,BIL251119-762
50065,1000,1,181.25,0,19-11-2025,17:01,UPI,TRUE,BIL251119-885
50066,1000,2,389.8,0,19-11-2025,11:38,UPI,TRUE,BIL251119-329
50067,1002,1,647.97,0,19-11-2025,20:41,Cash,FALSE,BIL251119-485
50068,1005,4,378.02,0,19-11-2025,13:43,Card,FALSE,BIL251119-738
50069,1007,1,99.8,0,19-11-2025,19:53,UPI,FALSE,BIL251119-674
50070,1023,2,495.06,0,19-11-2025,10:30,Cash,FALSE,BIL251119-383
50071,1010,2,691.96,0,19-11-2025,20:57,UPI,FALSE,BIL251119-292
50072,1008,1,555.36,10,19-11-2025,21:54,UPI,FALSE,BIL251119-714
50073,1016,2,269.28,0,19-11-2025,09:41,Card,TRUE,BIL251119-402
50074,1006,1,346.48,0,19-11-2025,09:37,UPI,FALSE,BIL251119-685
50075,1026,3,273.29,5,19-11-2025,19:34,Card,TRUE,BIL251119-587
50076,1000,4,544.06,0,19-11-2025,11:53,UPI,TRUE,BIL251119-671
50077,1014,1,96.13,0,19-11-2025,13:46,UPI,FALSE,BIL251119-881
50078,1014,4,682.74,10,19-11-2025,19:05,Cash,FALSE,BIL251119-328
50079,1027,3,246.55,5,19-11-2025,14:23,Cash,TRUE,BIL251119-401
50080,1015,2,111.87,0,19-11-2025,19:37,Card,FALSE,BIL251119-735
50081,1010,1,713.75,0,19-11-2025,19:24,Card,FALSE,BIL251119-523
50082,1016,1,686.31,0,19-11-2025,12:21,Card,TRUE,BIL251119-683
50083,1018,4,789.59,0,19-11-2025,20:11,UPI,TRUE,BIL251119-599
50084,1016,1,789.58,0,19-11-2025,09:00,Card,TRUE,BIL251119-314
50085,1009,3,143.94,5,19-11-2025,16:50,UPI,TRUE,BIL251119-190
50086,1029,1,358.29,0,19-11-2025,15:30,Cash,FALSE,BIL251119-138
50087,1022,2,501.43,15,19-11-2025,14:48,UPI,FALSE,BIL251119-295
50088,1024,1,22.06,5,19-11-2025,12:44,UPI,FALSE,BIL251119-419
50089,1001,1,319.17,0,19-11-2025,11:04,UPI,FALSE,BIL251119-405
50090,1003,5,375.62,0,19-11-2025,17:21,Card,FALSE,BIL251119-803
50091,1021,10,258.6,10,19-11-2025,14:48,Cash,FALSE,BIL251119-931
50092,1023,2,188.26,5,19-11-2025,11:13,UPI,FALSE,BIL251119-703
50093,1020,2,110.26,5,19-11-2025,21:02,Cash,FALSE,BIL251119-755
50094,1025,1,437.09,0,19-11-2025,09:42,Cash,TRUE,BIL251119-956
50095,1006,1,558,0,19-11-2025,15:07,Card,FALSE,BIL251119-585
50096,1009,3,180.29,0,19-11-2025,09:19,Card,TRUE,BIL251119-203
50097,1025,2,230.58,0,19-11-2025,11:26,UPI,TRUE,BIL251119-207
50098,1011,2,501.8,0,19-11-2025,21:06,Card,FALSE,BIL251119-723
50099,1021,1,225.14,0,19-11-2025,12:22,UPI,FALSE,BIL251119-402
50100,1004,1,402.79,10,19-11-2025,20:59,Card,TRUE,BIL251119-340
50101,1001,1,489.49,10,19-11-2025,18:42,Card,FALSE,BIL251119-192
50102,1001,3,74.61,5,19-11-2025,13:41,Cash,FALSE,BIL251119-403
50103,1025,1,56.11,5,19-11-2025,09:54,Cash,TRUE,BIL251119-920
50104,1018,2,352.28,0,19-11-2025,21:56,Cash,TRUE,BIL251119-972
50105,1027,1,524.81,0,19-11-2025,16:39,Cash,TRUE,BIL251119-850
50106,1006,1,655.67,0,19-11-2025,15:25,Insurance,FALSE,BIL251119-378
50107,1024,3,558.12,0,19-11-2025,15:41,UPI,FALSE,BIL251119-270
50108,1014,1,498.61,15,20-11-2025,11:06,Card,FALSE,BIL251120-704
50109,1002,2,463.78,0,20-11-2025,18:24,UPI,FALSE,BIL251120-726
50110,1021,1,526.19,5,20-11-2025,11:30,UPI,FALSE,BIL251120-215
50111,1006,4,363.74,0,20-11-2025,19:20,Cash,FALSE,BIL251120-989
50112,1016,2,618.67,0,20-11-2025,18:14,Insurance,TRUE,BIL251120-785
50113,1023,4,424.9,0,20-11-2025,18:06,Card,FALSE,BIL251120-844
50114,1002,1,289.68,0,20-11-2025,15:09,UPI,FALSE,BIL251120-671
50115,1020,4,498.07,0,20-11-2025,11:32,UPI,FALSE,BIL251120-972
50116,1005,2,141.56,5,20-11-2025,14:15,Cash,FALSE,BIL251120-384
50117,1010,1,193.71,0,20-11-2025,15:52,Cash,FALSE,BIL251120-570
50118,1015,2,466.97,0,20-11-2025,16:28,Cash,FALSE,BIL251120-609
50119,1017,3,33.86,0,20-11-2025,09:35,Card,FALSE,BIL251120-945
50120,1005,1,491.28,0,20-11-2025,13:56,Card,FALSE,BIL251120-311
50121,1001,2,375.84,0,20-11-2025,09:52,Cash,FALSE,BIL251120-565
50122,1011,1,618.58,0,20-11-2025,20:42,Cash,FALSE,BIL251120-563
50123,1009,1,612.27,0,20-11-2025,14:22,UPI,TRUE,BIL251120-919
50124,1016,1,405.79,5,20-11-2025,09:57,Cash,TRUE,BIL251120-243
50125,1007,3,599.16,0,20-11-2025,13:39,Cash,FALSE,BIL251120-223
50126,1006,5,326.46,0,20-11-2025,21:12,UPI,FALSE,BIL251120-210
50127,1005,3,56.27,0,20-11-2025,19:37,Cash,FALSE,BIL251120-561
50128,1001,2,479.67,0,20-11-2025,16:00,Card,FALSE,BIL251120-149
50129,1005,2,357.59,0,20-11-2025,17:49,UPI,FALSE,BIL251120-281
50130,1023,2,147.67,5,20-11-2025,10:24,UPI,FALSE,BIL251120-720
50131,1005,4,413.21,0,20-11-2025,18:58,UPI,FALSE,BIL251120-354
50132,1014,1,655.86,15,20-11-2025,16:51,Cash,FALSE,BIL251120-522
50133,1003,2,711.42,0,20-11-2025,20:35,UPI,FALSE,BIL251120-828
50134,1015,3,451.79,0,20-11-2025,12:39,UPI,FALSE,BIL251120-803
50135,1007,1,462.78,15,20-11-2025,19:11,Card,FALSE,BIL251120-810
50136,1004,2,545.37,5,20-11-2025,17:30,Card,TRUE,BIL251120-783
50137,1006,3,491.32,10,20-11-2025,17:18,UPI,FALSE,BIL251120-532
50138,1004,3,427.73,0,20-11-2025,11:03,UPI,TRUE,BIL251120-304
50139,1028,1,537.81,15,20-11-2025,19:16,Cash,FALSE,BIL251120-163
50140,1021,2,237.7,5,20-11-2025,09:22,UPI,FALSE,BIL251120-204
50141,1014,2,546.91,0,20-11-2025,12:47,Card,FALSE,BIL251120-498
50142,1028,1,600.17,5,20-11-2025,13:44,UPI,FALSE,BIL251120-490
50143,1017,1,651.29,15,20-11-2025,14:35,Cash,FALSE,BIL251120-861
50144,1007,1,478.84,5,20-11-2025,16:53,Cash,FALSE,BIL251120-748
50145,1022,3,498.9,5,20-11-2025,17:47,Card,FALSE,BIL251120-894
50146,1005,3,170.93,0,20-11-2025,19:04,Cash,FALSE,BIL251120-277
50147,1014,3,113.1,0,20-11-2025,13:35,Cash,FALSE,BIL251120-264
50148,1004,2,218.91,0,20-11-2025,20:59,Cash,TRUE,BIL251120-257
50149,1001,4,461.29,5,20-11-2025,19:39,UPI,FALSE,BIL251120-408
50150,1019,2,466.69,0,20-11-2025,21:45,Cash,FALSE,BIL251120-325
50151,1006,5,404.77,5,20-11-2025,11:26,Card,FALSE,BIL251120-513
50152,1007,1,192.53,0,20-11-2025,14:21,Cash,FALSE,BIL251120-323
50153,1008,5,502.26,0,20-11-2025,17:52,UPI,FALSE,BIL251120-764
50154,1013,1,541.77,0,20-11-2025,19:39,UPI,FALSE,BIL251120-349
50155,1014,5,552.39,0,20-11-2025,21:07,Cash,FALSE,BIL251120-653
50156,1022,3,39.27,0,20-11-2025,21:23,Card,FALSE,BIL251120-620
50157,1019,2,48.78,10,20-11-2025,12:20,Card,FALSE,BIL251120-198
50158,1009,1,765.9,0,20-11-2025,09:40,Cash,TRUE,BIL251120-786
50159,1002,2,186.28,0,20-11-2025,10:13,Card,FALSE,BIL251120-819
50160,1025,4,598.27,0,20-11-2025,10:47,UPI,TRUE,BIL251120-124
50161,1004,2,278.74,0,20-11-2025,09:11,UPI,TRUE,BIL251120-671
50162,1015,1,594.78,10,20-11-2025,15:24,Card,FALSE,BIL251120-514
50163,1006,2,33.17,0,20-11-2025,17:00,Card,FALSE,BIL251120-733
50164,1029,1,601.84,0,20-11-2025,10:22,UPI,FALSE,BIL251120-208
50165,1029,1,554.99,0,20-11-2025,13:48,UPI,FALSE,BIL251120-490
50166,1001,1,535.36,0,20-11-2025,17:14,Cash,FALSE,BIL251120-500
50167,1015,3,682.58,0,20-11-2025,19:09,Cash,FALSE,BIL251120-914
50168,1010,4,446.58,15,20-11-2025,09:35,UPI,FALSE,BIL251120-244
50169,1028,1,23.92,0,20-11-2025,17:35,UPI,FALSE,BIL251120-412
50170,1013,1,568.4,5,20-11-2025,12:26,UPI,FALSE,BIL251120-971
50171,1025,2,145.54,0,20-11-2025,13:12,Cash,TRUE,BIL251120-787
50172,1003,3,616.28,10,20-11-2025,17:29,Card,FALSE,BIL251120-174
50173,1006,1,72.54,0,20-11-2025,20:37,Card,FALSE,BIL251120-438
50174,1000,1,543.61,0,20-11-2025,13:39,Cash,TRUE,BIL251120-298
50175,1001,1,371.5,0,20-11-2025,13:44,Card,FALSE,BIL251120-679
50176,1013,2,552.5,15,20-11-2025,11:00,Cash,FALSE,BIL251120-904
50177,1005,1,597.06,0,20-11-2025,14:08,UPI,FALSE,BIL251120-439
50178,1024,4,381.02,0,20-11-2025,13:31,Card,FALSE,BIL251120-279
50179,1025,2,83.94,0,20-11-2025,11:57,Card,TRUE,BIL251120-369
50180,1010,3,483.32,5,20-11-2025,09:54,Card,FALSE,BIL251120-131
50181,1006,3,447.97,5,20-11-2025,12:58,Cash,FALSE,BIL251120-366
50182,1023,2,799.01,0,20-11-2025,21:09,Cash,FALSE,BIL251120-328
50183,1028,4,431.9,10,20-11-2025,11:29,Card,FALSE,BIL251120-192
50184,1014,1,411.69,0,20-11-2025,21:39,UPI,FALSE,BIL251120-875
50185,1013,2,368.05,0,20-11-2025,18:42,UPI,FALSE,BIL251120-249
50186,1001,3,397.13,0,20-11-2025,12:48,Card,FALSE,BIL251120-164
50187,1023,1,202.53,0,20-11-2025,17:58,UPI,FALSE,BIL251120-497
50188,1022,2,374.62,0,20-11-2025,19:20,Cash,FALSE,BIL251120-633
50189,1012,2,221.66,5,20-11-2025,18:34,Card,FALSE,BIL251120-485
50190,1002,2,304.93,0,20-11-2025,10:33,Cash,FALSE,BIL251120-328
50191,1021,2,265.73,10,20-11-2025,16:50,Card,FALSE,BIL251120-718
50192,1008,1,707.99,0,20-11-2025,12:04,Card,FALSE,BIL251120-387
50193,1022,1,165.79,0,20-11-2025,20:52,Cash,FALSE,BIL251120-335
50194,1026,2,277.58,0,20-11-2025,19:30,Card,TRUE,BIL251120-704
50195,1020,1,670.02,0,20-11-2025,09:08,Card,FALSE,BIL251120-264
50196,1029,1,377.88,10,20-11-2025,11:03,Cash,FALSE,BIL251120-284
50197,1024,2,285.82,15,20-11-2025,19:01,UPI,FALSE,BIL251120-845
50198,1011,2,241.09,0,20-11-2025,16:38,Insurance,FALSE,BIL251120-988
50199,1014,2,191.1,0,20-11-2025,11:50,Card,FALSE,BIL251120-885
50200,1013,1,534.53,0,20-11-2025,20:43,Cash,FALSE,BIL251120-564
50201,1023,2,73.7,0,20-11-2025,11:06,Cash,FALSE,BIL251120-635
50202,1025,2,664.68,0,21-11-2025,11:30,UPI,TRUE,BIL251121-714
50203,1019,1,631.42,0,21-11-2025,10:05,Card,FALSE,BIL251121-233
50204,1028,4,440.64,0,21-11-2025,21:43,Card,FALSE,BIL251121-634
50205,1023,2,702.36,0,21-11-2025,15:14,UPI,FALSE,BIL251121-593
50206,1009,3,317.36,0,21-11-2025,20:58,UPI,TRUE,BIL251121-813
50207,1025,2,351.88,0,21-11-2025,21:14,UPI,TRUE,BIL251121-185
50208,1019,1,703.88,0,21-11-2025,12:00,UPI,FALSE,BIL251121-908
50209,1013,1,427.58,0,21-11-2025,15:41,Cash,FALSE,BIL251121-923
50210,1027,1,302.57,0,21-11-2025,19:37,Cash,TRUE,BIL251121-975
50211,1011,2,460.44,0,21-11-2025,19:25,UPI,FALSE,BIL251121-523
50212,1008,2,454.9,0,21-11-2025,17:35,Card,FALSE,BIL251121-414
50213,1015,2,623.87,0,21-11-2025,11:54,UPI,FALSE,BIL251121-221
50214,1011,3,368.34,0,21-11-2025,11:06,Cash,FALSE,BIL251121-510
50215,1002,3,644.67,0,21-11-2025,19:45,Cash,FALSE,BIL251121-498
50216,1026,5,24.13,0,21-11-2025,11:30,UPI,TRUE,BIL251121-545
50217,1028,1,225.21,0,21-11-2025,18:02,UPI,FALSE,BIL251121-510
50218,1012,2,405.07,5,21-11-2025,18:03,UPI,FALSE,BIL251121-939
50219,1010,1,405.61,0,21-11-2025,19:59,UPI,FALSE,BIL251121-392
50220,1023,1,631.49,0,21-11-2025,20:14,Card,FALSE,BIL251121-790
50221,1004,1,206.62,0,21-11-2025,11:05,Insurance,TRUE,BIL251121-898
50222,1002,1,542.34,0,21-11-2025,12:33,Cash,FALSE,BIL251121-820
50223,1015,1,90.33,0,21-11-2025,17:58,Card,FALSE,BIL251121-455
50224,1003,5,235.68,0,21-11-2025,12:29,UPI,FALSE,BIL251121-688
50225,1024,1,156.53,0,21-11-2025,17:04,Card,FALSE,BIL251121-448
50226,1000,5,549.35,15,21-11-2025,17:52,UPI,TRUE,BIL251121-356
50227,1021,2,773.52,0,21-11-2025,21:15,UPI,FALSE,BIL251121-894
50228,1024,2,379.36,0,21-11-2025,09:30,Cash,FALSE,BIL251121-169
50229,1019,1,635.15,0,21-11-2025,20:14,UPI,FALSE,BIL251121-522
50230,1005,5,422.87,0,21-11-2025,13:15,Cash,FALSE,BIL251121-508
50231,1026,2,660.44,0,21-11-2025,11:30,Cash,TRUE,BIL251121-323
50232,1009,4,206.89,10,21-11-2025,19:59,UPI,TRUE,BIL251121-610
50233,1002,3,203.19,0,21-11-2025,13:13,Cash,FALSE,BIL251121-954
50234,1022,1,502.51,0,21-11-2025,10:07,UPI,FALSE,BIL251121-792
50235,1004,5,404.28,0,21-11-2025,17:02,UPI,TRUE,BIL251121-480
50236,1013,2,343.42,15,21-11-2025,18:55,Cash,FALSE,BIL251121-287
50237,1007,10,734.49,0,21-11-2025,12:48,Card,FALSE,BIL251121-155
50238,1012,2,315.07,10,21-11-2025,09:32,Cash,FALSE,BIL251121-981
50239,1000,2,132.89,15,21-11-2025,20:33,Card,TRUE,BIL251121-805
50240,1027,1,545.8,0,21-11-2025,10:20,Cash,TRUE,BIL251121-982
50241,1018,1,447.88,0,21-11-2025,16:39,Cash,TRUE,BIL251121-288
50242,1003,2,175,5,21-11-2025,14:23,UPI,FALSE,BIL251121-386
50243,1013,2,395.84,15,21-11-2025,19:14,UPI,FALSE,BIL251121-838
50244,1025,1,203.93,0,21-11-2025,15:12,Cash,TRUE,BIL251121-856
50245,1000,1,648.42,0,21-11-2025,16:08,Insurance,TRUE,BIL251121-969
50246,1009,2,436.51,0,21-11-2025,16:19,Cash,TRUE,BIL251121-979
50247,1007,2,330.75,0,21-11-2025,09:13,UPI,FALSE,BIL251121-587
50248,1027,3,90.36,5,21-11-2025,13:23,Cash,TRUE,BIL251121-670
50249,1013,5,221.02,0,21-11-2025,10:22,UPI,FALSE,BIL251121-720
50250,1021,1,469.2,0,21-11-2025,11:49,Cash,FALSE,BIL251121-432
50251,1004,2,380.23,5,21-11-2025,10:24,Card,TRUE,BIL251121-574
50252,1014,2,132.98,0,21-11-2025,21:59,Cash,FALSE,BIL251121-746
50253,1007,2,302.15,10,21-11-2025,10:10,Cash,FALSE,BIL251121-421
50254,1005,1,247.26,0,21-11-2025,19:25,Cash,FALSE,BIL251121-555
50255,1013,3,714.63,5,21-11-2025,17:28,Card,FALSE,BIL251121-288
50256,1020,4,117.53,0,21-11-2025,13:47,UPI,FALSE,BIL251121-181
50257,1000,1,329.7,0,21-11-2025,16:35,Cash,TRUE,BIL251121-889
50258,1007,1,616.7,0,21-11-2025,13:39,Cash,FALSE,BIL251121-770
50259,1012,5,324.08,0,21-11-2025,20:18,Card,FALSE,BIL251121-229
50260,1019,1,674.04,0,21-11-2025,19:22,UPI,FALSE,BIL251121-433
50261,1003,4,345.97,10,21-11-2025,13:35,Card,FALSE,BIL251121-814
50262,1007,2,480.85,0,21-11-2025,20:40,UPI,FALSE,BIL251121-545
50263,1026,2,518.83,0,21-11-2025,14:30,Card,TRUE,BIL251121-924
50264,1027,1,260.14,0,21-11-2025,11:19,Cash,TRUE,BIL251121-635
50265,1020,3,681.4,0,21-11-2025,16:34,Cash,FALSE,BIL251121-603
50266,1023,5,392.11,0,21-11-2025,15:51,Cash,FALSE,BIL251121-336
50267,1019,3,447.61,0,21-11-2025,17:27,Cash,FALSE,BIL251121-267
50268,1011,3,497.68,5,21-11-2025,12:16,Cash,FALSE,BIL251121-740
50269,1021,1,554.71,10,21-11-2025,21:44,UPI,FALSE,BIL251121-391
50270,1017,2,434.92,0,21-11-2025,12:54,Cash,FALSE,BIL251121-239
50271,1025,1,516.78,0,21-11-2025,13:44,Card,TRUE,BIL251121-292
50272,1020,1,117.87,15,21-11-2025,09:11,Insurance,FALSE,BIL251121-388
50273,1006,1,548.96,5,21-11-2025,12:05,Cash,FALSE,BIL251121-605
50274,1009,1,330.4,5,21-11-2025,16:23,Card,TRUE,BIL251121-910
50275,1010,1,78.45,5,21-11-2025,11:03,Cash,FALSE,BIL251121-501
50276,1026,1,386.71,0,21-11-2025,13:52,Cash,TRUE,BIL251121-112
50277,1006,1,619.15,0,21-11-2025,21:28,Cash,FALSE,BIL251121-134
50278,1015,1,593.55,0,21-11-2025,19:13,Card,FALSE,BIL251121-797
50279,1016,5,750.25,0,21-11-2025,20:02,UPI,TRUE,BIL251121-662
50280,1021,2,217.58,0,21-11-2025,12:23,UPI,FALSE,BIL251121-984
50281,1009,2,779.15,0,21-11-2025,15:20,Cash,TRUE,BIL251121-913
50282,1015,1,107.66,5,21-11-2025,09:02,Card,FALSE,BIL251121-807
50283,1015,2,485.05,0,21-11-2025,10:15,Cash,FALSE,BIL251121-193
50284,1013,2,241.37,15,21-11-2025,21:40,Cash,FALSE,BIL251121-464
50285,1012,2,538.68,5,21-11-2025,11:31,Cash,FALSE,BIL251121-671
50286,1021,3,579.71,5,21-11-2025,16:46,Cash,FALSE,BIL251121-805
50287,1001,1,585.03,0,21-11-2025,09:31,UPI,FALSE,BIL251121-672
50288,1016,1,563.69,0,21-11-2025,11:34,Cash,TRUE,BIL251121-849
50289,1014,2,696.78,0,21-11-2025,17:10,Cash,FALSE,BIL251121-258
50290,1011,2,659.15,0,21-11-2025,16:00,UPI,FALSE,BIL251121-618
50291,1005,1,164.72,0,21-11-2025,14:49,Card,FALSE,BIL251121-428
50292,1001,3,533.47,0,21-11-2025,15:12,Card,FALSE,BIL251121-609
50293,1013,3,140.22,0,21-11-2025,15:41,Cash,FALSE,BIL251121-198
50294,1022,2,68.41,5,21-11-2025,11:11,UPI,FALSE,BIL251121-306
50295,1012,1,169.46,0,21-11-2025,19:53,Cash,FALSE,BIL251121-601
50296,1006,2,567.02,0,21-11-2025,14:14,Card,FALSE,BIL251121-172
50297,1005,1,738.41,0,21-11-2025,10:29,UPI,FALSE,BIL251121-162
50298,1010,1,539.92,10,21-11-2025,14:50,UPI,FALSE,BIL251121-943
50299,1005,2,411,5,21-11-2025,13:04,UPI,FALSE,BIL251121-631
50300,1018,1,585.63,0,21-11-2025,12:12,Card,TRUE,BIL251121-354
50301,1010,2,759.05,0,21-11-2025,17:26,UPI,FALSE,BIL251121-884
50302,1003,2,299.21,0,21-11-2025,19:27,UPI,FALSE,BIL251121-270
50303,1020,3,448.97,0,21-11-2025,19:10,Card,FALSE,BIL251121-714
50304,1007,2,294.81,0,21-11-2025,14:54,Cash,FALSE,BIL251121-882
50305,1028,2,664.4,0,21-11-2025,12:36,Card,FALSE,BIL251121-484
50306,1004,3,742.39,0,21-11-2025,16:28,Insurance,TRUE,BIL251121-100
50307,1001,3,786.71,0,21-11-2025,17:08,Insurance,FALSE,BIL251121-409
50308,1013,1,787.83,0,21-11-2025,14:01,UPI,FALSE,BIL251121-806
50309,1021,3,736.91,0,21-11-2025,18:59,Card,FALSE,BIL251121-196
50310,1012,1,297.41,0,21-11-2025,14:56,Card,FALSE,BIL251121-338
50311,1013,1,254.24,0,21-11-2025,18:58,Cash,FALSE,BIL251121-179
50312,1028,3,638.47,0,21-11-2025,20:44,Card,FALSE,BIL251121-197
50313,1006,2,241.59,5,21-11-2025,18:24,Cash,FALSE,BIL251121-157
50314,1005,4,252.74,10,21-11-2025,15:26,UPI,FALSE,BIL251121-223
50315,1002,4,196.84,0,21-11-2025,18:59,Cash,FALSE,BIL251121-896
50316,1019,2,62.22,0,21-11-2025,14:34,Card,FALSE,BIL251121-434
50317,1024,2,192.22,0,21-11-2025,20:25,Insurance,FALSE,BIL251121-870
50318,1029,2,413.69,0,21-11-2025,13:50,Cash,FALSE,BIL251121-235
50319,1007,1,371.61,5,21-11-2025,17:25,Cash,FALSE,BIL251121-508
50320,1011,2,623.58,0,21-11-2025,11:30,Card,FALSE,BIL251121-599
50321,1021,1,465.64,0,21-11-2025,20:33,Cash,FALSE,BIL251121-173
50322,1009,1,355.45,0,21-11-2025,18:05,Cash,TRUE,BIL251121-523
50323,1017,2,291.68,0,21-11-2025,18:41,Cash,FALSE,BIL251121-412
50324,1010,1,278.14,5,21-11-2025,21:28,Card,FALSE,BIL251121-551
50325,1015,1,658.17,0,21-11-2025,14:09,UPI,FALSE,BIL251121-973
50326,1007,1,596.87,0,21-11-2025,18:59,Cash,FALSE,BIL251121-952
50327,1011,3,30.71,0,21-11-2025,10:19,Card,FALSE,BIL251121-123
50328,1003,1,597.21,0,21-11-2025,17:33,UPI,FALSE,BIL251121-661
50329,1009,2,589.34,0,21-11-2025,20:42,Cash,TRUE,BIL251121-696
50330,1021,4,430.9,0,21-11-2025,09:18,Cash,FALSE,BIL251121-813
50331,1014,2,61.41,0,21-11-2025,09:04,Cash,FALSE,BIL251121-377
